Person_ID,Age,Gender,Dominant Emotion,Recent Thought,Dream Type,Hours of Sleep,Meditation Frequency,Screen Time (hrs/day),Music Preference,Brain Activity Level (%),Focus Level (%),Creativity Score (1-10),Anxiety Level (1-10),Happiness Index (1-10),Decision-Making Speed (sec),Daydreaming Frequency,Stress Triggers,AI Interaction Level,Philosophical Thinking (%),Caffeine Consumption (mg/day),Social Interaction Level,Most Active Brain Hemisphere,Sleep Quality,Random_Noise
6782,38,Male,Excited,Random nostalgia,Nightmare,7,Never,3,Lo-fi,35,82,9,5,4,14,Low,Relationships,Medium,59,50,Introvert,Right,Average,670
3998,31,Female,Excited,Focused mode,Abstract,5,Weekly,3,Lo-fi,85,61,10,5,4,10,Low,Social Media,High,89,0,Ambivert,Balanced,Poor,284
4129,19,Non-binary,Sad,Work stress,Abstract,9,Never,2,Lo-fi,100,11,1,10,2,10,High,Finance,High,75,500,Extrovert,Left,Poor,537
1392,28,Non-binary,Happy,Work stress,Forgotten,6,Never,5,Metal,62,59,8,2,3,10,Medium,Social Media,Low,10,200,Ambivert,Balanced,Average,655
5058,68,Non-binary,Anxious,Existential crisis,Nightmare,7,Never,4,Rock,27,95,1,10,7,1,Low,Work,Medium,66,200,Extrovert,Right,Average,279
6639,56,Non-binary,Happy,Creativity burst,Lucid,6,Weekly,7,Rock,22,52,2,8,3,5,High,Finance,Medium,39,0,Ambivert,Right,Average,175
9490,55,Female,Sad,Random nostalgia,Nightmare,3,Daily,4,Metal,31,86,7,5,5,14,Medium,Relationships,High,67,100,Ambivert,Left,Average,755
1245,51,Non-binary,Happy,Random nostalgia,Abstract,8,Never,9,Classical,35,17,8,7,10,2,Low,Work,Low,61,200,Introvert,Left,Poor,712
6524,55,Female,Anxious,Creativity burst,Abstract,9,Never,2,Lo-fi,97,68,1,7,6,13,High,Health,High,46,100,Ambivert,Balanced,Poor,992
9001,67,Female,Happy,Work stress,Abstract,6,Daily,6,Lo-fi,99,74,3,5,6,11,Low,Relationships,Low,57,50,Introvert,Right,Poor,371
8530,51,Female,Anxious,Existential crisis,Nightmare,4,Never,7,Classical,78,90,7,8,,9,Low,Social Media,Low,10,200,Introvert,Balanced,Average,154
6088,35,Female,,Existential crisis,Forgotten,8,Weekly,4,Pop,68,21,9,9,6,7,High,Relationships,Low,28,400,Introvert,Balanced,Good,800
5784,47,Male,Happy,Random nostalgia,Abstract,10,Never,6,Pop,82,13,8,4,,10,Low,Health,High,55,-50,Ambivert,Balanced,Average,962
7949,32,Male,Happy,Existential crisis,Abstract,10,Never,7,Rock,81,86,8,4,7,8,High,Relationships,Low,76,0,Introvert,Left,Average,946
6427,44,Non-binary,Sad,Creativity burst,Nightmare,4,Daily,4,Metal,68,50,9,8,7,6,Medium,Work,High,11,-50,Extrovert,Right,Good,176
6985,68,Male,Excited,Work stress,Lucid,7,Never,8,Rock,70,16,10,1,4,9,High,Relationships,High,65,-50,Extrovert,Balanced,Good,395
4745,51,Male,Sad,Creativity burst,Lucid,8,Never,9,Pop,52,96,3,4,,6,Medium,Finance,Medium,26,500,Ambivert,Right,Average,318
8599,69,Non-binary,Sad,Focused mode,Forgotten,6,Weekly,1,Classical,49,97,8,6,7,7,Low,Health,High,88,100,Introvert,Right,Good,376
6929,55,Non-binary,Happy,Random nostalgia,Forgotten,8,Daily,7,Rock,78,78,1,4,3,7,High,Relationships,High,31,400,Extrovert,Balanced,Good,677
7579,50,Non-binary,Anxious,Existential crisis,Abstract,7,Daily,9,Lo-fi,95,78,8,6,1,9,High,Health,Medium,36,50,Ambivert,Balanced,Good,747
5706,41,Male,Angry,Focused mode,Nightmare,5,Weekly,10,Lo-fi,34,90,7,5,2,11,High,Work,Medium,64,50,Ambivert,Left,Average,845
1326,32,Male,Anxious,Existential crisis,Abstract,9,Never,5,Classical,42,39,8,9,10,8,High,Finance,Medium,41,200,Ambivert,Right,Average,810
8652,47,Non-binary,,Work stress,Forgotten,4,Daily,2,Pop,97,82,1,10,9,13,Medium,Social Media,Low,69,200,Ambivert,Balanced,Good,365
3782,59,Female,Sad,Work stress,Nightmare,7,Daily,10,Lo-fi,64,15,6,9,8,1,Medium,Relationships,Low,37,400,Ambivert,Balanced,Poor,142
1742,68,Non-binary,Excited,Work stress,Nightmare,5,Never,6,Lo-fi,81,98,7,4,6,4,Low,Work,Medium,37,300,Introvert,Right,Good,460
9334,34,Female,Happy,Existential crisis,Forgotten,8,Never,7,Metal,98,28,5,4,6,7,Low,Health,Low,83,300,Introvert,Balanced,Good,327
5501,22,Female,Excited,Focused mode,Lucid,8,Daily,2,Rock,90,89,5,8,1,11,Low,Health,Medium,34,200,Introvert,Right,Average,326
4720,46,Non-binary,Anxious,Work stress,Lucid,7,Never,2,Pop,34,94,7,10,2,8,Low,Work,Low,87,300,Introvert,Balanced,Poor,162
1180,21,Non-binary,Excited,Focused mode,Nightmare,6,Daily,10,Rock,65,75,3,4,4,7,High,Relationships,High,35,0,Ambivert,Right,Good,270
2818,27,Non-binary,Happy,Existential crisis,Abstract,8,Never,10,Pop,83,19,6,2,,12,Medium,Social Media,Low,84,400,Ambivert,Balanced,Poor,861
4807,34,Male,Happy,Focused mode,Lucid,6,Never,1,Lo-fi,65,25,7,2,1,3,Medium,Relationships,Low,80,0,Extrovert,Balanced,Average,949
6718,27,Female,Sad,Existential crisis,Abstract,6,Weekly,4,Metal,75,46,1,1,8,4,Medium,Finance,High,26,300,Extrovert,Left,Poor,861
4899,34,Male,Sad,Existential crisis,Lucid,9,Never,7,Rock,63,88,2,5,7,12,Medium,Relationships,Medium,16,200,Introvert,Right,Average,406
2620,37,Male,Sad,Random nostalgia,Lucid,6,Weekly,9,Lo-fi,94,86,4,6,4,7,Low,Finance,Low,65,-50,Ambivert,Left,Good,849
9364,41,Non-binary,Sad,Existential crisis,Abstract,3,Never,3,Pop,48,86,8,9,9,8,High,Health,Low,73,-50,Extrovert,Balanced,Average,667
9106,22,Male,Happy,Existential crisis,Forgotten,9,Daily,7,Rock,81,41,10,5,4,7,Medium,Finance,High,29,0,Extrovert,Right,Poor,782
6415,51,Non-binary,Angry,Creativity burst,Lucid,5,Daily,7,Rock,71,56,6,6,,6,High,Social Media,High,47,50,Extrovert,Right,Poor,133
5210,23,Female,Excited,Work stress,Lucid,5,Never,7,Lo-fi,73,81,1,6,10,9,High,Work,High,84,500,Extrovert,Balanced,Poor,926
1994,19,Non-binary,Angry,Random nostalgia,Abstract,8,Never,2,Rock,76,52,10,3,,9,High,Finance,High,67,-50,Introvert,Balanced,Good,741
1893,30,Male,Happy,Random nostalgia,Forgotten,8,Daily,6,Metal,85,91,5,4,1,11,High,Relationships,Medium,25,-50,Ambivert,Balanced,Poor,229
4333,60,Male,Angry,Random nostalgia,Lucid,6,Never,2,Metal,41,45,7,1,1,13,Medium,Finance,Low,60,200,Introvert,Balanced,Poor,493
3026,60,Non-binary,Happy,Creativity burst,Lucid,9,Weekly,6,Lo-fi,39,35,6,4,4,7,Medium,Health,Low,36,400,Extrovert,Right,Poor,250
8606,65,Non-binary,,Existential crisis,Forgotten,9,Weekly,10,Pop,52,19,9,1,1,8,Medium,Finance,Low,60,100,Extrovert,Left,Average,754
7124,28,Male,Happy,Work stress,Lucid,3,Weekly,3,Lo-fi,91,40,8,5,2,6,Low,Social Media,Low,84,100,Ambivert,Right,Poor,729
2015,68,Female,Anxious,Focused mode,Forgotten,6,Weekly,2,Metal,44,38,4,8,4,1,Medium,Finance,Medium,25,200,Ambivert,Right,Average,815
3242,64,Female,,Existential crisis,Forgotten,3,Weekly,6,Classical,65,14,5,8,7,1,Low,Social Media,Low,69,300,Introvert,Right,Poor,483
3136,40,Non-binary,Excited,Creativity burst,Abstract,10,Never,2,Classical,92,86,7,5,,6,Low,Relationships,Medium,85,-50,Ambivert,Right,Average,846
3085,33,Female,Anxious,Existential crisis,Nightmare,6,Never,5,Rock,76,10,8,10,8,2,Low,Health,Medium,49,-50,Introvert,Balanced,Average,116
7503,48,Male,Excited,Existential crisis,Forgotten,4,Weekly,2,Rock,24,96,5,2,7,14,Medium,Work,High,76,0,Introvert,Left,Good,693
4760,28,Non-binary,,Creativity burst,Abstract,4,Never,3,Classical,74,12,9,6,9,8,Medium,Relationships,High,11,0,Extrovert,Right,Good,113
6641,33,Male,Anxious,Random nostalgia,Nightmare,7,Never,3,Metal,80,76,10,1,6,1,Medium,Relationships,Low,57,200,Introvert,Right,Average,180
6484,25,Male,Angry,Random nostalgia,Lucid,6,Weekly,6,Rock,27,80,4,7,4,13,Low,Work,Medium,61,50,Extrovert,Left,Average,306
2748,21,Female,Anxious,Work stress,Nightmare,9,Never,6,Lo-fi,35,44,4,4,6,2,Low,Finance,High,33,400,Introvert,Balanced,Good,303
4195,57,Non-binary,Angry,Work stress,Forgotten,8,Never,10,Lo-fi,67,24,8,5,4,8,High,Finance,Medium,87,300,Introvert,Right,Average,478
3920,21,Non-binary,Anxious,Random nostalgia,Forgotten,5,Never,3,Metal,80,76,1,6,7,12,Low,Finance,High,11,-50,Ambivert,Balanced,Good,883
1495,42,Female,Angry,Focused mode,Forgotten,7,Weekly,3,Rock,34,39,8,1,9,6,Low,Health,Medium,74,50,Ambivert,Right,Good,643
7323,20,Male,Sad,Existential crisis,Forgotten,8,Never,1,Lo-fi,84,91,5,9,3,12,Medium,Relationships,Low,29,200,Extrovert,Right,Poor,122
8522,49,Male,Happy,Focused mode,Forgotten,4,Daily,7,Rock,41,84,1,10,3,10,High,Social Media,Low,43,200,Ambivert,Left,Poor,713
7263,20,Male,Happy,Existential crisis,Abstract,6,Daily,8,Rock,22,52,4,4,2,2,High,Work,Medium,50,-50,Introvert,Left,Good,261
8361,44,Male,Sad,Random nostalgia,Forgotten,7,Weekly,2,Lo-fi,73,69,2,8,1,2,High,Relationships,High,50,50,Extrovert,Balanced,Good,709
7974,46,Non-binary,Happy,Work stress,Abstract,6,Daily,4,Classical,33,49,4,5,1,11,Medium,Finance,High,84,100,Extrovert,Right,Average,243
7214,49,Non-binary,Angry,Work stress,Lucid,4,Weekly,10,Lo-fi,55,74,8,8,3,14,High,Work,Low,32,200,Extrovert,Balanced,Good,203
1742,67,Female,Sad,Focused mode,Forgotten,7,Daily,7,Metal,86,38,5,1,7,7,High,Social Media,Low,47,400,Introvert,Left,Good,481
9365,68,Female,Excited,Work stress,Forgotten,4,Daily,8,Pop,29,83,1,8,9,5,Medium,Relationships,Low,53,500,Ambivert,Left,Poor,554
8411,36,Non-binary,Happy,Random nostalgia,Nightmare,3,Daily,1,Lo-fi,68,28,7,4,2,5,High,Relationships,High,76,300,Extrovert,Left,Good,516
9742,38,Non-binary,Sad,Focused mode,Lucid,4,Weekly,4,Rock,84,12,1,2,7,8,Low,Health,High,71,50,Introvert,Left,Average,423
4378,22,Male,Anxious,Existential crisis,Forgotten,9,Weekly,6,Rock,76,45,9,6,1,12,Low,Relationships,Low,21,100,Ambivert,Left,Good,270
3764,35,Male,Angry,Work stress,Forgotten,9,Never,3,Lo-fi,46,52,3,2,2,12,Low,Relationships,Medium,39,50,Ambivert,Balanced,Poor,675
4004,45,Female,Happy,Creativity burst,Lucid,6,Weekly,5,Pop,94,24,3,5,6,7,Low,Social Media,High,74,100,Extrovert,Balanced,Poor,855
8919,59,Non-binary,Excited,Work stress,Abstract,5,Daily,10,Lo-fi,24,50,6,2,5,12,Low,Social Media,Low,50,100,Introvert,Left,Poor,682
6869,39,Female,Excited,Existential crisis,Forgotten,4,Daily,9,Pop,90,99,10,3,8,14,Low,Work,Medium,29,400,Ambivert,Right,Poor,373
1819,38,Non-binary,Sad,Focused mode,Nightmare,8,Weekly,3,Pop,76,89,6,6,2,9,Low,Finance,High,15,300,Introvert,Right,Good,551
1752,23,Male,Sad,Existential crisis,Forgotten,9,Weekly,5,Metal,34,45,6,1,1,4,Low,Social Media,Medium,84,200,Ambivert,Right,Average,980
4846,18,Female,,Creativity burst,Nightmare,10,Weekly,8,Rock,95,93,1,6,7,10,Low,Work,Medium,13,100,Extrovert,Right,Average,224
6107,22,Female,Anxious,Random nostalgia,Nightmare,5,Never,6,Rock,49,86,5,3,6,4,Medium,Relationships,High,19,200,Extrovert,Right,Average,482
3800,58,Non-binary,Angry,Work stress,Forgotten,3,Daily,4,Pop,39,42,6,7,8,2,Medium,Work,Low,60,300,Ambivert,Left,Good,416
1847,29,Male,Excited,Focused mode,Forgotten,7,Never,8,Rock,56,14,8,2,,3,Low,Work,Medium,47,200,Introvert,Balanced,Good,942
2645,43,Female,Sad,Random nostalgia,Nightmare,7,Never,3,Classical,22,87,1,6,2,1,Medium,Work,Low,10,-50,Ambivert,Left,Good,206
6906,63,Male,Angry,Existential crisis,Lucid,9,Daily,3,Pop,92,100,5,8,8,1,Medium,Work,High,17,400,Introvert,Right,Average,759
3474,51,Female,Sad,Focused mode,Lucid,5,Daily,4,Rock,60,96,3,1,6,7,Low,Social Media,Medium,90,400,Ambivert,Right,Good,562
9405,66,Male,Anxious,Random nostalgia,Forgotten,9,Weekly,9,Classical,58,23,2,9,9,14,Low,Finance,Medium,72,0,Extrovert,Balanced,Good,529
6557,31,Non-binary,Angry,Focused mode,Abstract,7,Weekly,5,Metal,45,77,8,5,7,14,Medium,Work,Medium,42,400,Introvert,Left,Poor,803
8786,43,Female,Anxious,Creativity burst,Lucid,10,Never,8,Rock,21,92,7,5,2,5,Low,Health,Medium,24,100,Extrovert,Balanced,Poor,436
5822,62,Female,Sad,Creativity burst,Forgotten,4,Weekly,6,Classical,42,56,10,5,8,3,Low,Relationships,Medium,40,300,Introvert,Right,Average,837
1603,44,Male,Sad,Work stress,Lucid,5,Weekly,3,Lo-fi,42,63,7,6,9,7,Low,Relationships,High,30,400,Ambivert,Right,Poor,853
9035,26,Male,Angry,Work stress,Abstract,6,Daily,8,Lo-fi,35,13,5,2,7,14,Low,Relationships,Medium,12,50,Extrovert,Balanced,Poor,595
5190,43,Female,Anxious,Creativity burst,Forgotten,4,Daily,9,Classical,28,92,9,6,4,2,Medium,Relationships,High,75,300,Extrovert,Right,Poor,461
3769,64,Non-binary,Angry,Focused mode,Abstract,4,Weekly,8,Pop,32,18,5,4,9,3,High,Relationships,Low,44,100,Introvert,Left,Good,895
4657,39,Male,Happy,Creativity burst,Forgotten,4,Daily,4,Pop,47,62,2,8,4,1,Medium,Work,High,50,300,Introvert,Right,Poor,531
3680,64,Male,Excited,Work stress,Abstract,6,Weekly,6,Rock,46,86,3,9,4,8,High,Finance,Medium,68,400,Introvert,Right,Poor,774
5855,47,Male,Happy,Creativity burst,Lucid,10,Daily,1,Lo-fi,70,87,4,9,9,2,High,Health,Low,25,50,Extrovert,Left,Poor,619
9833,60,Female,,Creativity burst,Lucid,3,Daily,4,Pop,83,69,5,8,,7,High,Social Media,High,65,0,Ambivert,Right,Good,958
1837,65,Female,Happy,Focused mode,Abstract,10,Daily,8,Pop,71,55,3,3,4,11,Medium,Health,High,54,100,Introvert,Balanced,Average,505
8900,34,Female,Anxious,Random nostalgia,Abstract,10,Daily,1,Lo-fi,100,63,7,10,8,9,Medium,Social Media,High,68,500,Ambivert,Balanced,Good,476
4773,43,Female,Happy,Work stress,Abstract,10,Weekly,3,Metal,57,83,5,4,8,6,Medium,Social Media,Medium,59,-50,Introvert,Right,Good,251
9493,53,Non-binary,,Focused mode,Forgotten,8,Never,1,Pop,84,46,5,1,7,2,Medium,Health,Medium,21,100,Ambivert,Left,Poor,421
2031,18,Non-binary,Angry,Creativity burst,Lucid,9,Daily,9,Classical,37,32,6,9,10,2,Medium,Work,High,21,300,Introvert,Left,Average,706
8853,25,Female,Happy,Creativity burst,Forgotten,7,Weekly,2,Rock,82,36,7,5,6,9,High,Relationships,High,42,500,Ambivert,Balanced,Poor,313
7047,66,Non-binary,Sad,Random nostalgia,Lucid,9,Weekly,9,Pop,70,79,10,6,8,10,Medium,Work,Low,58,500,Extrovert,Right,Poor,675
6845,52,Male,Happy,Work stress,Nightmare,5,Daily,4,Pop,28,99,10,3,7,8,High,Relationships,Medium,30,200,Introvert,Left,Average,164
9586,69,Male,Happy,Work stress,Forgotten,10,Never,2,Metal,32,75,8,10,5,14,Medium,Finance,Medium,69,500,Introvert,Left,Average,992
2046,32,Male,,Existential crisis,Lucid,3,Daily,4,Classical,59,70,9,8,,14,Medium,Social Media,Low,61,200,Extrovert,Balanced,Good,369
4407,64,Female,Angry,Work stress,Lucid,5,Weekly,10,Rock,74,86,4,7,2,14,Low,Health,High,63,-50,Introvert,Balanced,Average,636
5824,39,Male,Anxious,Random nostalgia,Forgotten,9,Never,6,Pop,98,60,5,1,8,9,High,Finance,High,48,500,Introvert,Left,Good,199
7956,31,Non-binary,Anxious,Existential crisis,Forgotten,7,Weekly,7,Rock,62,59,5,10,9,4,Medium,Relationships,Low,58,50,Extrovert,Balanced,Good,204
8229,43,Female,Anxious,Existential crisis,Lucid,6,Daily,3,Lo-fi,63,28,8,5,4,4,Medium,Work,High,73,0,Extrovert,Left,Poor,230
9399,45,Non-binary,Happy,Creativity burst,Forgotten,9,Never,3,Pop,87,10,9,10,4,2,Medium,Health,High,35,0,Ambivert,Right,Poor,488
4406,40,Male,Sad,Creativity burst,Abstract,4,Weekly,10,Pop,52,49,7,9,5,14,Low,Social Media,Low,80,500,Extrovert,Balanced,Poor,420
9784,31,Male,Anxious,Work stress,Forgotten,9,Weekly,8,Lo-fi,43,41,5,6,2,10,High,Finance,Low,16,300,Extrovert,Balanced,Average,537
6607,41,Male,,Existential crisis,Forgotten,4,Weekly,5,Metal,55,31,3,8,7,1,Medium,Social Media,Low,81,300,Introvert,Right,Average,118
1880,19,Female,Sad,Creativity burst,Forgotten,6,Daily,4,Pop,29,75,1,10,5,10,Medium,Relationships,High,71,200,Extrovert,Left,Good,324
6740,62,Non-binary,Sad,Random nostalgia,Lucid,9,Never,7,Rock,39,49,9,1,6,13,Medium,Social Media,Low,33,400,Introvert,Left,Good,717
5537,43,Female,Angry,Creativity burst,Abstract,3,Daily,7,Classical,94,47,5,10,4,4,Low,Work,High,49,0,Extrovert,Balanced,Good,665
2617,31,Female,,Creativity burst,Nightmare,3,Daily,9,Rock,31,57,9,7,8,10,Medium,Finance,Medium,85,400,Extrovert,Left,Average,559
1375,68,Male,Sad,Existential crisis,Nightmare,5,Daily,9,Metal,81,64,10,3,8,10,High,Finance,Medium,56,0,Ambivert,Left,Good,493
1770,24,Female,Angry,Existential crisis,Abstract,6,Never,5,Classical,37,84,4,9,5,11,High,Work,Low,17,400,Extrovert,Right,Good,325
9641,20,Female,Excited,Focused mode,Abstract,10,Daily,8,Rock,82,90,5,6,6,8,High,Social Media,High,63,400,Extrovert,Right,Average,459
1371,64,Male,Happy,Random nostalgia,Abstract,3,Daily,10,Rock,44,64,4,5,3,2,High,Work,High,18,0,Introvert,Right,Poor,529
5053,40,Female,Happy,Existential crisis,Lucid,9,Daily,1,Lo-fi,31,60,2,8,1,13,Medium,Health,High,12,-50,Introvert,Balanced,Average,114
4117,63,Male,Anxious,Work stress,Nightmare,6,Daily,9,Metal,40,69,1,8,9,12,Low,Work,Low,63,50,Ambivert,Right,Good,659
8698,60,Male,,Random nostalgia,Abstract,7,Weekly,8,Lo-fi,44,17,8,3,9,11,Low,Social Media,High,30,50,Extrovert,Right,Poor,750
8698,64,Male,Sad,Random nostalgia,Lucid,4,Daily,6,Classical,30,95,4,2,3,8,Low,Work,High,57,300,Introvert,Left,Average,645
7313,62,Male,Angry,Existential crisis,Nightmare,9,Weekly,3,Lo-fi,83,77,5,2,4,1,Medium,Relationships,High,56,400,Extrovert,Right,Poor,513
1709,35,Female,Angry,Random nostalgia,Forgotten,4,Daily,3,Metal,92,84,6,5,7,1,Low,Work,Medium,77,400,Ambivert,Balanced,Poor,454
7032,55,Male,Angry,Existential crisis,Lucid,4,Never,8,Pop,69,81,8,10,,4,High,Work,High,72,-50,Introvert,Right,Good,556
